text,polarity,subjectivity,created_at
RT @LGBT4LifeIRL: Our ability to marry is protected by the constitution but a Yes vote to #repealthe8th would mean an unborn baby in the wo…,-0.3125,0.6875,Mon May 07 15:29:29 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:29:33 +0000 2018)
RT @Together4yes: She’s your friend  she’s your neighbour  she lives on your street. 

There is a woman in your life who needs your Yes. Vo…,0.0,0.0,Mon May 07 15:29:48 +0000 2018)
RT @sineadgleeson: There are hundreds of complex reasons why an abortion can be needed. Most of those reasons are currently illegal under I…,-0.1,0.466666666667,Mon May 07 15:29:48 +0000 2018)
RT @Together4yes: Great responses to our street stall in Drogheda this morning  scorcher of a day and lots of sure Yes answers all around!…,0.65,0.819444444444,Mon May 07 15:29:51 +0000 2018)
RT @dararyder: Was unsure which way to vote in #8thref until I researched the facts. When I did it made up my mind that we must #repealthe8…,0.0,0.0,Mon May 07 15:30:12 +0000 2018)
RT @greenpilled: The most disgusting part of the #together4yes campaign is their exploitation of the 2% of women who have abortions because…,-0.25,0.75,Mon May 07 15:30:18 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:30:26 +0000 2018)
RT @GTeggart: #Ireland has inflicted indignity and abuse on women for generations  and on a grand scale. Men have complete control of their…,0.3,0.7,Mon May 07 15:30:31 +0000 2018)
RT @markohalloran: The ICBR Americans are at Trinity today and the police will allow no counter demonstration as they say it will cause a b…,0.0,0.0,Mon May 07 15:30:33 +0000 2018)
This is a pretty cool rule for twitter Germany. The pro life campaign would be fucked. #together4yes #repealthe8th… https://t.co/UIlKD28ydc,0.0,0.783333333333,Mon May 07 15:30:47 +0000 2018)
RT @calmam: @senatornoone Jesus lads will you give the Senator a break. Your harassment against each of her tweets is  shameful. And dont @…,0.0,0.0,Mon May 07 15:30:49 +0000 2018)
RT @ProChoiceBerlin: Register for YES!
Many Irish abroad are no longer eligible to vote so we're relying on those who are to ensure you can…,0.25,0.25,Mon May 07 15:31:04 +0000 2018)
RT @ObstreperousG: There's an election a coming. Remember this. #Together4Yes https://t.co/6aHU6ZD6yq,0.0,0.0,Mon May 07 15:31:28 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:31:30 +0000 2018)
RT @louiseckenny: If you have 5 mins on this sunny bank holiday- do yourself a favour and read this wonderful thread. Thanks @philipnolan1…,0.6,0.6,Mon May 07 15:31:39 +0000 2018)
RT @MaiaDunphy: Sharing stories with friends today about all the women we know who’ve been negatively affected by the 8th amendment. Fundam…,-0.3,0.4,Mon May 07 15:31:40 +0000 2018)
RT @ruxtab: This is a pretty cool rule for twitter Germany. The pro life campaign would be fucked. #together4yes #repealthe8th @FintanOTool…,0.0,0.783333333333,Mon May 07 15:32:03 +0000 2018)
RT @EmmaMurphy12150: @Together4yes I'll be giving consideration to the 100+ healthcare professionals and 100+ legal professionals calling f…,0.2,0.2,Mon May 07 15:32:11 +0000 2018)
Having actually read the #ProtocolsOfZion the #Repealthe8th thing has me very unsure......,0.1,0.2,Mon May 07 15:32:12 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:32:37 +0000 2018)
RT @Together4yes: She’s your friend  she’s your neighbour  she lives on your street. 

There is a woman in your life who needs your Yes. Vo…,0.0,0.0,Mon May 07 15:32:40 +0000 2018)
RT @pau1clarke: Is women’s health really in trustworthy hands? 17 women are dead due to cover-ups and political incompetence in #cervicalch…,-0.03125,0.26875,Mon May 07 15:32:44 +0000 2018)
Powerful poem #together4yes #repealthe8th https://t.co/ilgYiGgsGi,0.3,1.0,Mon May 07 15:32:49 +0000 2018)
