text,polarity,subjectivity,created_at
#PedoGate
#PedoGateNews
#MeToo
#TimesUp
#Weinstein
#LAPD
#…,0.0,0.0,Mon Feb 26 13:45:27 +0000 2018)
Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/dP60aV0izv,0.0,0.0,Mon Feb 26 13:45:30 +0000 2018)
RT @Dannoacton: Yep  another male politician publicly mocking #MeToo sexual harassment scandals. @westchestertwp Trustee  does this in publ…,0.166666666667,0.333333333333,Mon Feb 26 13:45:30 +0000 2018)
RT @isteintraum: You can draw a direct line from Anita Hill to #MeToo and she's gotten far too little recognition for that.,0.00416666666667,0.633333333333,Mon Feb 26 13:45:31 +0000 2018)
#USA #TIME MAGAZIN #NEWS broadcast by #EMET_NEWS_PRESS: How to Find Room for Forgiveness in the #MeToo Movement - W… https://t.co/Pdl0gDfT66,0.0,0.0,Mon Feb 26 13:45:31 +0000 2018)
@CNNPolitics Double standard! What makes her story any different than all of the other  #MeToo stories? 22yr old in… https://t.co/a5vOnfZbLy,-0.005,0.235,Mon Feb 26 13:45:32 +0000 2018)
Monica Lewinsky on Clinton affair: I now see how problematic it was - In a new essay for Vanity Fair  Monica Lewins… https://t.co/9wiM2BfvfH,0.418181818182,0.677272727273,Mon Feb 26 13:45:32 +0000 2018)
RT @ThisTechGirl: For the past several years I've been thinking abt @MonicaLewinsky. Trying to process what happened between intent  malice…,-0.125,0.125,Mon Feb 26 13:45:40 +0000 2018)
@CNNPolitics No sympathy. The #metoo movement does not apply to her. She knew he was married. She knew he was presi… https://t.co/y6eu9Ypd51,0.25,0.25,Mon Feb 26 13:45:42 +0000 2018)
@Michael98114492 #METOO! Lol get it...,0.8,0.7,Mon Feb 26 13:45:44 +0000 2018)
RT @metoowarriors: Setting up the new account. Looking for dm group with other survivors and activists? Message :) #metoo,0.170454545455,0.609848484848,Mon Feb 26 13:45:45 +0000 2018)
RT @amychozick: “My trauma has been  in a way  a microcosm of a larger  national one...something fundamental changed in our society in 1998…,0.0,0.5,Mon Feb 26 13:45:46 +0000 2018)
RT @mekosoff: We don't deserve the strength and resilience of @MonicaLewinsky https://t.co/sdr4o3smaL https://t.co/CIe5wuT9PQ,0.0,0.0,Mon Feb 26 13:45:46 +0000 2018)
Here is a #Bengaluru victim  who does not want to take to #socialmedia  but fight a sexual #harasser on the spot. https://t.co/2vqHL6Wy4s,0.2125,0.441666666667,Mon Feb 26 13:45:47 +0000 2018)
Even houmous @Morrisons??? Enough is enough #TimesUp  #MeToo #tahinitrauma https://t.co/f08MkRBHvu,0.0,0.5,Mon Feb 26 13:45:47 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:45:48 +0000 2018)
Halifax councillor warns politicians to be more careful about who they hug  given the rising number of #MeToo compl… https://t.co/X92buUB43H,0.2,0.75,Mon Feb 26 13:45:48 +0000 2018)
South Korea president joins country’s growing MeToo movement https://t.co/3yKNgxDITW https://t.co/0UXihye5v2,0.0,0.0,Mon Feb 26 13:45:50 +0000 2018)
RT @Global_ErinH: Tired of all-male panels  all-male sources  all-male citations? #metoo

Check out and spread the word about @shesource  a…,-0.4,0.7,Mon Feb 26 13:45:50 +0000 2018)
RT @FortuneMagazine: How #MeToo has prompted Monica Lewinsky to re-evaluate the Bill Clinton affair https://t.co/wGqnC4d4Sn,0.0,0.0,Mon Feb 26 13:45:50 +0000 2018)
Monica Lewinsky says #MeToo helps women support each other: Monica Lewinsky wrote an… https://t.co/mCmKRpLRR6 #news,-0.125,0.375,Mon Feb 26 13:45:51 +0000 2018)
